workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET_1,SMALL,WINDOWS_10_WIN32,3915,744,340460,LOG_FACE_DETECT_DATASET_1_SMALL_WINDOWS_10_WIN32.csv
FACE_DETECT,DATASET_1,MEDIUM,WINDOWS_10_WIN32,3915,652,364988,LOG_FACE_DETECT_DATASET_1_MEDIUM_WINDOWS_10_WIN32.csv
FACE_DETECT,DATASET_1,LARGE,WINDOWS_10_WIN32,3915,237,451438,LOG_FACE_DETECT_DATASET_1_LARGE_WINDOWS_10_WIN32.csv

