id,dataset,workload,faces_detected,eyes_detected,process_time_ms,pre_time_ms,tag_time_ms,pos_time_ms,total_time_ms,system,resolution_label
0,DATASET_3,FACE_DETECT,0,0,325,3, 0, 0, 354,Firefox_68_Windows,MEDIUM
1,DATASET_3,FACE_DETECT,0,0,448,3, 0, 0, 471,Firefox_68_Windows,MEDIUM
2,DATASET_3,FACE_DETECT,0,0,515,2, 0, 0, 540,Firefox_68_Windows,MEDIUM
3,DATASET_3,FACE_DETECT,0,0,244,2, 0, 0, 265,Firefox_68_Windows,MEDIUM
4,DATASET_3,FACE_DETECT,0,0,409,2, 0, 0, 432,Firefox_68_Windows,MEDIUM
5,DATASET_3,FACE_DETECT,0,0,560,2, 0, 0, 584,Firefox_68_Windows,MEDIUM
6,DATASET_3,FACE_DETECT,0,0,597,1, 0, 0, 619,Firefox_68_Windows,MEDIUM
7,DATASET_3,FACE_DETECT,2,0,363,4, 0, 0, 390,Firefox_68_Windows,MEDIUM
8,DATASET_3,FACE_DETECT,2,0,374,1, 0, 0, 396,Firefox_68_Windows,MEDIUM
9,DATASET_3,FACE_DETECT,2,0,381,1, 0, 0, 404,Firefox_68_Windows,MEDIUM
10,DATASET_3,FACE_DETECT,2,0,387,2, 0, 0, 410,Firefox_68_Windows,MEDIUM
11,DATASET_3,FACE_DETECT,3,0,381,3, 0, 0, 404,Firefox_68_Windows,MEDIUM
12,DATASET_3,FACE_DETECT,1,0,378,4, 0, 0, 402,Firefox_68_Windows,MEDIUM
13,DATASET_3,FACE_DETECT,1,0,376,2, 0, 0, 400,Firefox_68_Windows,MEDIUM
14,DATASET_3,FACE_DETECT,1,0,373,2, 0, 0, 395,Firefox_68_Windows,MEDIUM
15,DATASET_3,FACE_DETECT,1,0,384,2, 0, 0, 406,Firefox_68_Windows,MEDIUM
16,DATASET_3,FACE_DETECT,1,0,387,1, 0, 0, 409,Firefox_68_Windows,MEDIUM
17,DATASET_3,FACE_DETECT,2,0,374,1, 0, 0, 399,Firefox_68_Windows,MEDIUM
18,DATASET_3,FACE_DETECT,1,0,365,1, 0, 0, 388,Firefox_68_Windows,MEDIUM
