id,dataset,workload,faces_detected,eyes_detected,process_time_ms,pre_time_ms,tag_time_ms,pos_time_ms,total_time_ms,system,resolution_label
0,DATASET_1,FACE_DETECT,1,0,1168,9, 0, 0, 1206,Chrome_75_Windows,LARGE
1,DATASET_1,FACE_DETECT,1,0,944,6, 0, 0, 992,Chrome_75_Windows,LARGE
2,DATASET_1,FACE_DETECT,0,0,921,5, 0, 0, 953,Chrome_75_Windows,LARGE
3,DATASET_1,FACE_DETECT,1,0,889,3, 0, 0, 941,Chrome_75_Windows,LARGE
4,DATASET_1,FACE_DETECT,1,0,994,3, 0, 0, 1029,Chrome_75_Windows,LARGE
5,DATASET_1,FACE_DETECT,1,0,866,3, 0, 0, 896,Chrome_75_Windows,LARGE
6,DATASET_1,FACE_DETECT,1,0,866,3, 0, 0, 902,Chrome_75_Windows,LARGE
7,DATASET_1,FACE_DETECT,1,0,862,3, 0, 0, 895,Chrome_75_Windows,LARGE
8,DATASET_1,FACE_DETECT,0,0,862,3, 0, 0, 895,Chrome_75_Windows,LARGE
9,DATASET_1,FACE_DETECT,2,0,963,3, 0, 0, 995,Chrome_75_Windows,LARGE
10,DATASET_1,FACE_DETECT,2,0,1045,3, 0, 0, 1082,Chrome_75_Windows,LARGE
11,DATASET_1,FACE_DETECT,1,0,1095,3, 0, 0, 1133,Chrome_75_Windows,LARGE
12,DATASET_1,FACE_DETECT,1,0,1164,5, 0, 0, 1200,Chrome_75_Windows,LARGE
13,DATASET_1,FACE_DETECT,1,0,1008,3, 0, 0, 1040,Chrome_75_Windows,LARGE
14,DATASET_1,FACE_DETECT,2,0,1104,3, 0, 0, 1138,Chrome_75_Windows,LARGE
15,DATASET_1,FACE_DETECT,2,0,975,3, 0, 0, 1012,Chrome_75_Windows,LARGE
16,DATASET_1,FACE_DETECT,1,0,962,3, 0, 0, 999,Chrome_75_Windows,LARGE
17,DATASET_1,FACE_DETECT,1,0,980,3, 0, 0, 1009,Chrome_75_Windows,LARGE
18,DATASET_1,FACE_DETECT,0,0,997,5, 0, 0, 1044,Chrome_75_Windows,LARGE
19,DATASET_1,FACE_DETECT,0,0,985,3, 0, 0, 1021,Chrome_75_Windows,LARGE
20,DATASET_1,FACE_DETECT,0,0,1023,3, 0, 0, 1059,Chrome_75_Windows,LARGE
21,DATASET_1,FACE_DETECT,0,0,1094,3, 0, 0, 1143,Chrome_75_Windows,LARGE
22,DATASET_1,FACE_DETECT,0,0,1116,3, 0, 0, 1155,Chrome_75_Windows,LARGE
23,DATASET_1,FACE_DETECT,0,0,1065,3, 0, 0, 1107,Chrome_75_Windows,LARGE
24,DATASET_1,FACE_DETECT,0,0,1146,6, 0, 0, 1190,Chrome_75_Windows,LARGE
25,DATASET_1,FACE_DETECT,1,0,1059,3, 0, 0, 1097,Chrome_75_Windows,LARGE
26,DATASET_1,FACE_DETECT,1,0,1079,3, 0, 0, 1115,Chrome_75_Windows,LARGE
27,DATASET_1,FACE_DETECT,1,0,1063,3, 0, 0, 1097,Chrome_75_Windows,LARGE
28,DATASET_1,FACE_DETECT,1,0,1115,3, 0, 0, 1149,Chrome_75_Windows,LARGE
29,DATASET_1,FACE_DETECT,2,0,1117,3, 0, 0, 1153,Chrome_75_Windows,LARGE
30,DATASET_1,FACE_DETECT,2,0,1102,3, 0, 0, 1139,Chrome_75_Windows,LARGE
31,DATASET_1,FACE_DETECT,2,0,1120,3, 0, 0, 1156,Chrome_75_Windows,LARGE
32,DATASET_1,FACE_DETECT,2,0,1078,3, 0, 0, 1113,Chrome_75_Windows,LARGE
33,DATASET_1,FACE_DETECT,2,0,1136,5, 0, 0, 1175,Chrome_75_Windows,LARGE
34,DATASET_1,FACE_DETECT,2,0,1013,3, 0, 0, 1053,Chrome_75_Windows,LARGE
35,DATASET_1,FACE_DETECT,2,0,1019,3, 0, 0, 1058,Chrome_75_Windows,LARGE
36,DATASET_1,FACE_DETECT,2,0,1028,3, 0, 0, 1072,Chrome_75_Windows,LARGE
37,DATASET_1,FACE_DETECT,2,0,1017,3, 0, 0, 1056,Chrome_75_Windows,LARGE
38,DATASET_1,FACE_DETECT,2,0,1005,3, 0, 0, 1046,Chrome_75_Windows,LARGE
39,DATASET_1,FACE_DETECT,1,0,1036,3, 0, 0, 1073,Chrome_75_Windows,LARGE
40,DATASET_1,FACE_DETECT,1,0,1003,3, 0, 0, 1040,Chrome_75_Windows,LARGE
