workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET_1,LARGE,Firefox_68_Windows,0,170,163698,LOG_FACE_DETECT_DATASET_1_LARGE_Firefox_68_Windows.csv
