id,dataset,workload,faces_detected,eyes_detected,process_time_ms,pre_time_ms,tag_time_ms,pos_time_ms,total_time_ms,system,resolution_label
0,DATASET_3,FACE_DETECT,0,0,170,1, 0, 0, 239,Chrome_75_Windows,SMALL
1,DATASET_3,FACE_DETECT,0,0,199,1, 0, 0, 220,Chrome_75_Windows,SMALL
2,DATASET_3,FACE_DETECT,0,0,191,1, 0, 0, 202,Chrome_75_Windows,SMALL
3,DATASET_3,FACE_DETECT,0,0,235,0, 0, 0, 276,Chrome_75_Windows,SMALL
4,DATASET_3,FACE_DETECT,0,0,217,0, 0, 0, 249,Chrome_75_Windows,SMALL
5,DATASET_3,FACE_DETECT,0,0,222,0, 0, 0, 247,Chrome_75_Windows,SMALL
6,DATASET_3,FACE_DETECT,0,0,223,0, 0, 0, 229,Chrome_75_Windows,SMALL
7,DATASET_3,FACE_DETECT,0,0,122,0, 0, 0, 151,Chrome_75_Windows,SMALL
8,DATASET_3,FACE_DETECT,0,0,254,0, 0, 0, 280,Chrome_75_Windows,SMALL
9,DATASET_3,FACE_DETECT,0,0,251,0, 0, 0, 278,Chrome_75_Windows,SMALL
10,DATASET_3,FACE_DETECT,0,0,245,0, 0, 0, 268,Chrome_75_Windows,SMALL
11,DATASET_3,FACE_DETECT,0,0,251,0, 0, 0, 284,Chrome_75_Windows,SMALL
12,DATASET_3,FACE_DETECT,0,0,242,0, 0, 0, 268,Chrome_75_Windows,SMALL
13,DATASET_3,FACE_DETECT,0,0,206,1, 0, 0, 250,Chrome_75_Windows,SMALL
14,DATASET_3,FACE_DETECT,0,0,202,1, 0, 0, 236,Chrome_75_Windows,SMALL
15,DATASET_3,FACE_DETECT,0,0,196,0, 0, 0, 202,Chrome_75_Windows,SMALL
16,DATASET_3,FACE_DETECT,0,0,196,0, 0, 0, 220,Chrome_75_Windows,SMALL
17,DATASET_3,FACE_DETECT,2,0,191,0, 0, 0, 221,Chrome_75_Windows,SMALL
18,DATASET_3,FACE_DETECT,0,0,298,1, 0, 0, 327,Chrome_75_Windows,SMALL
19,DATASET_3,FACE_DETECT,0,0,285,0, 0, 0, 319,Chrome_75_Windows,SMALL
20,DATASET_3,FACE_DETECT,1,0,261,0, 0, 0, 326,Chrome_75_Windows,SMALL
21,DATASET_3,FACE_DETECT,0,0,235,0, 0, 0, 268,Chrome_75_Windows,SMALL
22,DATASET_3,FACE_DETECT,0,0,215,0, 0, 0, 250,Chrome_75_Windows,SMALL
23,DATASET_3,FACE_DETECT,1,0,205,0, 0, 0, 235,Chrome_75_Windows,SMALL
24,DATASET_3,FACE_DETECT,1,0,218,0, 0, 0, 223,Chrome_75_Windows,SMALL
25,DATASET_3,FACE_DETECT,0,0,216,0, 0, 0, 238,Chrome_75_Windows,SMALL
26,DATASET_3,FACE_DETECT,0,0,235,0, 0, 0, 262,Chrome_75_Windows,SMALL
27,DATASET_3,FACE_DETECT,1,0,222,0, 0, 0, 264,Chrome_75_Windows,SMALL
28,DATASET_3,FACE_DETECT,0,0,235,0, 0, 0, 272,Chrome_75_Windows,SMALL
29,DATASET_3,FACE_DETECT,0,0,231,0, 0, 0, 264,Chrome_75_Windows,SMALL
30,DATASET_3,FACE_DETECT,2,0,220,0, 0, 0, 260,Chrome_75_Windows,SMALL
31,DATASET_3,FACE_DETECT,1,0,213,0, 0, 0, 253,Chrome_75_Windows,SMALL
32,DATASET_3,FACE_DETECT,0,0,211,0, 0, 0, 255,Chrome_75_Windows,SMALL
33,DATASET_3,FACE_DETECT,0,0,196,0, 0, 0, 239,Chrome_75_Windows,SMALL
34,DATASET_3,FACE_DETECT,0,0,212,0, 0, 0, 242,Chrome_75_Windows,SMALL
35,DATASET_3,FACE_DETECT,0,0,207,0, 0, 0, 233,Chrome_75_Windows,SMALL
36,DATASET_3,FACE_DETECT,0,0,210,0, 0, 0, 231,Chrome_75_Windows,SMALL
37,DATASET_3,FACE_DETECT,0,0,237,0, 0, 0, 263,Chrome_75_Windows,SMALL
38,DATASET_3,FACE_DETECT,0,0,240,0, 0, 0, 280,Chrome_75_Windows,SMALL
39,DATASET_3,FACE_DETECT,0,0,243,0, 0, 0, 267,Chrome_75_Windows,SMALL
40,DATASET_3,FACE_DETECT,1,0,271,0, 0, 0, 319,Chrome_75_Windows,SMALL
41,DATASET_3,FACE_DETECT,1,0,240,0, 0, 0, 263,Chrome_75_Windows,SMALL
42,DATASET_3,FACE_DETECT,1,0,257,0, 0, 0, 294,Chrome_75_Windows,SMALL
43,DATASET_3,FACE_DETECT,0,0,261,0, 0, 0, 287,Chrome_75_Windows,SMALL
44,DATASET_3,FACE_DETECT,0,0,253,0, 0, 0, 277,Chrome_75_Windows,SMALL
45,DATASET_3,FACE_DETECT,0,0,260,0, 0, 0, 283,Chrome_75_Windows,SMALL
46,DATASET_3,FACE_DETECT,1,0,237,0, 0, 0, 259,Chrome_75_Windows,SMALL
47,DATASET_3,FACE_DETECT,0,0,247,0, 0, 0, 287,Chrome_75_Windows,SMALL
48,DATASET_3,FACE_DETECT,0,0,212,0, 0, 0, 234,Chrome_75_Windows,SMALL
49,DATASET_3,FACE_DETECT,1,0,214,0, 0, 0, 241,Chrome_75_Windows,SMALL
50,DATASET_3,FACE_DETECT,0,0,248,0, 0, 0, 271,Chrome_75_Windows,SMALL
51,DATASET_3,FACE_DETECT,0,0,232,0, 0, 0, 270,Chrome_75_Windows,SMALL
52,DATASET_3,FACE_DETECT,0,0,241,0, 0, 0, 273,Chrome_75_Windows,SMALL
