workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET_3,SMALL,WINDOWS_10_WIN32,12296,5640,492491,LOG_FACE_DETECT_DATASET_3_SMALL_WINDOWS_10_WIN32.csv
