workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET_2,MEDIUM,WINDOWS_10_WIN32,3020,1385,222457,LOG_FACE_DETECT_DATASET_2_MEDIUM_WINDOWS_10_WIN32.csv
