workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET_1,MEDIUM,Firefox_67_Windows,0,445,163044,LOG_FACE_DETECT_DATASET_1_MEDIUM_Firefox_67_Windows.csv
