workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET_1,MEDIUM,Chrome_75_Windows,0,762,378903.409999999,LOG_FACE_DETECT_DATASET_1_MEDIUM_Chrome_75_Windows.csv
