id,dataset,workload,faces_detected,eyes_detected,process_time_ms,pre_time_ms,tag_time_ms,pos_time_ms,total_time_ms,system,resolution_label
0,DATASET_1,FACE_DETECT,1,0,543,2, 0, 0, 566,Chrome_75_Windows,MEDIUM
1,DATASET_1,FACE_DETECT,1,0,504,3, 0, 0, 524,Chrome_75_Windows,MEDIUM
2,DATASET_1,FACE_DETECT,1,0,452,1, 0, 0, 465,Chrome_75_Windows,MEDIUM
3,DATASET_1,FACE_DETECT,1,0,453,1, 0, 0, 484,Chrome_75_Windows,MEDIUM
4,DATASET_1,FACE_DETECT,1,0,451,1, 0, 0, 479,Chrome_75_Windows,MEDIUM
5,DATASET_1,FACE_DETECT,1,0,425,2, 0, 0, 448,Chrome_75_Windows,MEDIUM
6,DATASET_1,FACE_DETECT,1,0,429,1, 0, 0, 454,Chrome_75_Windows,MEDIUM
7,DATASET_1,FACE_DETECT,1,0,408,1, 0, 0, 433,Chrome_75_Windows,MEDIUM
8,DATASET_1,FACE_DETECT,1,0,417,1, 0, 0, 442,Chrome_75_Windows,MEDIUM
9,DATASET_1,FACE_DETECT,0,0,411,1, 0, 0, 433,Chrome_75_Windows,MEDIUM
10,DATASET_1,FACE_DETECT,1,0,406,1, 0, 0, 431,Chrome_75_Windows,MEDIUM
11,DATASET_1,FACE_DETECT,1,0,406,1, 0, 0, 429,Chrome_75_Windows,MEDIUM
12,DATASET_1,FACE_DETECT,1,0,425,1, 0, 0, 451,Chrome_75_Windows,MEDIUM
13,DATASET_1,FACE_DETECT,1,0,405,1, 0, 0, 430,Chrome_75_Windows,MEDIUM
14,DATASET_1,FACE_DETECT,1,0,415,1, 0, 0, 439,Chrome_75_Windows,MEDIUM
15,DATASET_1,FACE_DETECT,1,0,407,1, 0, 0, 433,Chrome_75_Windows,MEDIUM
16,DATASET_1,FACE_DETECT,1,0,424,1, 0, 0, 452,Chrome_75_Windows,MEDIUM
17,DATASET_1,FACE_DETECT,1,0,433,1, 0, 0, 460,Chrome_75_Windows,MEDIUM
18,DATASET_1,FACE_DETECT,0,0,422,1, 0, 0, 446,Chrome_75_Windows,MEDIUM
19,DATASET_1,FACE_DETECT,1,0,423,1, 0, 0, 446,Chrome_75_Windows,MEDIUM
20,DATASET_1,FACE_DETECT,2,0,469,1, 0, 0, 495,Chrome_75_Windows,MEDIUM
21,DATASET_1,FACE_DETECT,2,0,460,1, 0, 0, 485,Chrome_75_Windows,MEDIUM
22,DATASET_1,FACE_DETECT,1,0,471,1, 0, 0, 495,Chrome_75_Windows,MEDIUM
23,DATASET_1,FACE_DETECT,1,0,511,1, 0, 0, 540,Chrome_75_Windows,MEDIUM
24,DATASET_1,FACE_DETECT,1,0,497,1, 0, 0, 517,Chrome_75_Windows,MEDIUM
25,DATASET_1,FACE_DETECT,1,0,517,1, 0, 0, 536,Chrome_75_Windows,MEDIUM
26,DATASET_1,FACE_DETECT,0,0,527,2, 0, 0, 551,Chrome_75_Windows,MEDIUM
27,DATASET_1,FACE_DETECT,0,0,612,2, 0, 0, 636,Chrome_75_Windows,MEDIUM
28,DATASET_1,FACE_DETECT,1,0,632,1, 0, 0, 665,Chrome_75_Windows,MEDIUM
29,DATASET_1,FACE_DETECT,2,0,686,2, 0, 0, 721,Chrome_75_Windows,MEDIUM
30,DATASET_1,FACE_DETECT,2,0,702,1, 0, 0, 731,Chrome_75_Windows,MEDIUM
31,DATASET_1,FACE_DETECT,2,0,688,1, 0, 0, 718,Chrome_75_Windows,MEDIUM
32,DATASET_1,FACE_DETECT,2,0,681,1, 0, 0, 712,Chrome_75_Windows,MEDIUM
33,DATASET_1,FACE_DETECT,2,0,818,2, 0, 0, 846,Chrome_75_Windows,MEDIUM
34,DATASET_1,FACE_DETECT,2,0,696,1, 0, 0, 726,Chrome_75_Windows,MEDIUM
35,DATASET_1,FACE_DETECT,2,0,582,1, 0, 0, 609,Chrome_75_Windows,MEDIUM
36,DATASET_1,FACE_DETECT,1,0,582,1, 0, 0, 610,Chrome_75_Windows,MEDIUM
37,DATASET_1,FACE_DETECT,1,0,586,1, 0, 0, 613,Chrome_75_Windows,MEDIUM
38,DATASET_1,FACE_DETECT,1,0,592,1, 0, 0, 619,Chrome_75_Windows,MEDIUM
39,DATASET_1,FACE_DETECT,1,0,560,2, 0, 0, 592,Chrome_75_Windows,MEDIUM
40,DATASET_1,FACE_DETECT,1,0,464,1, 0, 0, 496,Chrome_75_Windows,MEDIUM
41,DATASET_1,FACE_DETECT,1,0,449,2, 0, 0, 488,Chrome_75_Windows,MEDIUM
42,DATASET_1,FACE_DETECT,1,0,443,1, 0, 0, 466,Chrome_75_Windows,MEDIUM
43,DATASET_1,FACE_DETECT,1,0,448,1, 0, 0, 469,Chrome_75_Windows,MEDIUM
44,DATASET_1,FACE_DETECT,1,0,443,1, 0, 0, 451,Chrome_75_Windows,MEDIUM
45,DATASET_1,FACE_DETECT,1,0,445,1, 0, 0, 454,Chrome_75_Windows,MEDIUM
46,DATASET_1,FACE_DETECT,0,0,583,1, 0, 0, 609,Chrome_75_Windows,MEDIUM
47,DATASET_1,FACE_DETECT,0,0,599,1, 0, 0, 625,Chrome_75_Windows,MEDIUM
48,DATASET_1,FACE_DETECT,0,0,588,1, 0, 0, 619,Chrome_75_Windows,MEDIUM
49,DATASET_1,FACE_DETECT,0,0,594,1, 0, 0, 617,Chrome_75_Windows,MEDIUM
50,DATASET_1,FACE_DETECT,0,0,603,1, 0, 0, 625,Chrome_75_Windows,MEDIUM
51,DATASET_1,FACE_DETECT,0,0,602,1, 0, 0, 629,Chrome_75_Windows,MEDIUM
52,DATASET_1,FACE_DETECT,0,0,676,1, 0, 0, 697,Chrome_75_Windows,MEDIUM
53,DATASET_1,FACE_DETECT,0,0,584,1, 0, 0, 610,Chrome_75_Windows,MEDIUM
54,DATASET_1,FACE_DETECT,0,0,565,1, 0, 0, 587,Chrome_75_Windows,MEDIUM
55,DATASET_1,FACE_DETECT,0,0,566,1, 0, 0, 588,Chrome_75_Windows,MEDIUM
56,DATASET_1,FACE_DETECT,0,0,568,1, 0, 0, 590,Chrome_75_Windows,MEDIUM
