id,dataset,workload,faces_detected,eyes_detected,process_time_ms,total_time_ms,system,resolution_label
0,DATASET_3,FACE_DETECT,0,0,136,175,Firefox_67_Windows,SMALL
1,DATASET_3,FACE_DETECT,0,0,131,170,Firefox_67_Windows,SMALL
2,DATASET_3,FACE_DETECT,0,0,173,213,Firefox_67_Windows,SMALL
3,DATASET_3,FACE_DETECT,0,0,170,209,Firefox_67_Windows,SMALL
4,DATASET_3,FACE_DETECT,0,0,164,198,Firefox_67_Windows,SMALL
5,DATASET_3,FACE_DETECT,0,0,153,191,Firefox_67_Windows,SMALL
6,DATASET_3,FACE_DETECT,0,0,152,185,Firefox_67_Windows,SMALL
7,DATASET_3,FACE_DETECT,0,0,152,192,Firefox_67_Windows,SMALL
8,DATASET_3,FACE_DETECT,0,0,113,150,Firefox_67_Windows,SMALL
9,DATASET_3,FACE_DETECT,0,0,150,187,Firefox_67_Windows,SMALL
10,DATASET_3,FACE_DETECT,0,0,194,233,Firefox_67_Windows,SMALL
11,DATASET_3,FACE_DETECT,0,0,185,226,Firefox_67_Windows,SMALL
12,DATASET_3,FACE_DETECT,0,0,180,216,Firefox_67_Windows,SMALL
13,DATASET_3,FACE_DETECT,0,0,180,217,Firefox_67_Windows,SMALL
14,DATASET_3,FACE_DETECT,0,0,174,211,Firefox_67_Windows,SMALL
15,DATASET_3,FACE_DETECT,0,0,146,184,Firefox_67_Windows,SMALL
16,DATASET_3,FACE_DETECT,0,0,146,182,Firefox_67_Windows,SMALL
17,DATASET_3,FACE_DETECT,0,0,145,185,Firefox_67_Windows,SMALL
18,DATASET_3,FACE_DETECT,1,0,146,183,Firefox_67_Windows,SMALL
19,DATASET_3,FACE_DETECT,0,0,145,184,Firefox_67_Windows,SMALL
20,DATASET_3,FACE_DETECT,2,0,145,183,Firefox_67_Windows,SMALL
21,DATASET_3,FACE_DETECT,0,0,146,183,Firefox_67_Windows,SMALL
22,DATASET_3,FACE_DETECT,2,0,144,182,Firefox_67_Windows,SMALL
23,DATASET_3,FACE_DETECT,2,0,145,182,Firefox_67_Windows,SMALL
24,DATASET_3,FACE_DETECT,1,0,144,194,Firefox_67_Windows,SMALL
25,DATASET_3,FACE_DETECT,3,0,143,183,Firefox_67_Windows,SMALL
26,DATASET_3,FACE_DETECT,1,0,145,181,Firefox_67_Windows,SMALL
27,DATASET_3,FACE_DETECT,1,0,143,183,Firefox_67_Windows,SMALL
28,DATASET_3,FACE_DETECT,0,0,144,181,Firefox_67_Windows,SMALL
29,DATASET_3,FACE_DETECT,0,0,143,179,Firefox_67_Windows,SMALL
30,DATASET_3,FACE_DETECT,1,0,143,181,Firefox_67_Windows,SMALL
31,DATASET_3,FACE_DETECT,1,0,145,181,Firefox_67_Windows,SMALL
32,DATASET_3,FACE_DETECT,1,0,146,183,Firefox_67_Windows,SMALL
33,DATASET_3,FACE_DETECT,0,0,144,182,Firefox_67_Windows,SMALL
34,DATASET_3,FACE_DETECT,0,0,144,182,Firefox_67_Windows,SMALL
35,DATASET_3,FACE_DETECT,0,0,144,184,Firefox_67_Windows,SMALL
36,DATASET_3,FACE_DETECT,2,0,143,182,Firefox_67_Windows,SMALL
37,DATASET_3,FACE_DETECT,0,0,143,181,Firefox_67_Windows,SMALL
38,DATASET_3,FACE_DETECT,1,0,145,181,Firefox_67_Windows,SMALL
39,DATASET_3,FACE_DETECT,1,0,142,178,Firefox_67_Windows,SMALL
40,DATASET_3,FACE_DETECT,0,0,143,180,Firefox_67_Windows,SMALL
41,DATASET_3,FACE_DETECT,0,0,144,181,Firefox_67_Windows,SMALL
42,DATASET_3,FACE_DETECT,0,0,146,184,Firefox_67_Windows,SMALL
43,DATASET_3,FACE_DETECT,0,0,144,181,Firefox_67_Windows,SMALL
44,DATASET_3,FACE_DETECT,0,0,143,180,Firefox_67_Windows,SMALL
45,DATASET_3,FACE_DETECT,0,0,147,183,Firefox_67_Windows,SMALL
46,DATASET_3,FACE_DETECT,0,0,148,186,Firefox_67_Windows,SMALL
47,DATASET_3,FACE_DETECT,0,0,145,181,Firefox_67_Windows,SMALL
48,DATASET_3,FACE_DETECT,0,0,145,183,Firefox_67_Windows,SMALL
49,DATASET_3,FACE_DETECT,0,0,150,187,Firefox_67_Windows,SMALL
50,DATASET_3,FACE_DETECT,0,0,143,180,Firefox_67_Windows,SMALL
51,DATASET_3,FACE_DETECT,0,0,146,181,Firefox_67_Windows,SMALL
52,DATASET_3,FACE_DETECT,1,0,141,180,Firefox_67_Windows,SMALL
53,DATASET_3,FACE_DETECT,3,0,147,182,Firefox_67_Windows,SMALL
54,DATASET_3,FACE_DETECT,0,0,146,183,Firefox_67_Windows,SMALL
55,DATASET_3,FACE_DETECT,0,0,143,180,Firefox_67_Windows,SMALL
56,DATASET_3,FACE_DETECT,0,0,143,180,Firefox_67_Windows,SMALL
57,DATASET_3,FACE_DETECT,1,0,146,183,Firefox_67_Windows,SMALL
58,DATASET_3,FACE_DETECT,0,0,145,181,Firefox_67_Windows,SMALL
59,DATASET_3,FACE_DETECT,0,0,143,180,Firefox_67_Windows,SMALL
