workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET_2,SMALL,Chrome_75_Windows,0,734,195021.6650000075,LOG_FACE_DETECT_DATASET_2_SMALL_Chrome_75_Windows.csv
